Debug Diagnostic Log
========================================================================================================================
Generated: 1/6/2026, 8:55:43 AM
Total Events: 22017
Game Time: 177s

CURRENT STATE:
  Player Level: 2
  Player HP: 184/184
  Player Mana: 81/81
  Player Stamina: 113/113
  Player Shield: 157 (cap: 184)
  Base Player MaxMana: 70
  Stat Spends: {"vit":0,"int":0,"str":0,"def":0,"agi":0}


======================================== undefined ========================================
[170.36s]  undefined | type:"ENEMY_AI_STATE", enemy:"warrior", role:"DPS", hp:119, mana:40, position:{"x":4453,"y":1902}, speed:90, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:32, hasSpawnTarget:true, team:"teamC"
[172.61s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"mage", distance:32, requiredRange:30, inWater:false
[172.64s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4347,"y":2023}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.64s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_support_position", target:"warden", targetType:"enemy", distance:33
[172.66s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4319,"y":2172}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.68s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4318,"y":2174}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.68s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"mage", distance:95, requiredRange:30, inWater:false
[172.69s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4319,"y":2176}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.69s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 359", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:45, hp:93, mana:6, speed:110
[172.69s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:1, reason:"damage_rotation"
[172.69s]  undefined | type:"CREATURE_AI_STATE", creature:"bear", boss:false, hp:134, target:"Warrior Guard 3", distance:34, hitCd:"0.00", attacked:true
[172.73s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4348,"y":2023}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.73s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:4, hp:57, mana:19, speed:110
[172.73s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"warrior", distance:83, requiredRange:30, inWater:false
[172.74s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 1", side:"South", wallHP:200, distance:138, intactWalls:4, nearbyHostiles:1
[172.74s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_combat", target:"Flag 6", side:"South"
[172.74s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 2", targetOwner:"teamB", distance:218
[172.74s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"warrior", distance:32, requiredRange:30, inWater:false
[172.81s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4353,"y":2019}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.81s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4331,"y":2177}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.81s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4348,"y":2023}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.81s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:145, intactWalls:4, nearbyHostiles:1
[172.81s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 6", side:"South", wallHP:141, distance:138, intactWalls:4, nearbyHostiles:1
[172.81s]  undefined | type:"CREATURE_AI_STATE", creature:"bear", boss:false, hp:134, target:"Warrior Guard 3", distance:34, hitCd:"0.00", attacked:true
[172.83s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"mage", distance:94, requiredRange:30, inWater:false
[172.83s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"North", wallHP:200, distance:142, intactWalls:4, nearbyHostiles:1
[172.83s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"North", wallHP:200, distance:139, intactWalls:4, nearbyHostiles:1
[172.83s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"Zag", distance:30, requiredRange:28, inWater:false
[172.86s]  undefined | type:"ENEMY_AI_TARGET", enemy:"warrior", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:216
[172.86s]  undefined | type:"MANA_STARVED", unit:"warden", kind:"enemy", ability:"ward_barrier", required:22, current:5, max:40
[172.88s]  undefined | type:"WALL_DAMAGE", site:"Flag 4", side:"South", attackers:4, attackerList:"Knight 816(TANK), Knight 835(TANK), Warden 236(TANK), Knight 754(TANK)", roleCounts:{"TANK":4}, damage:0.53, hpBefore:40, hpAfter:40, hpPercent:20
[172.88s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4352,"y":2017}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.88s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:8, hp:57, mana:20, speed:110
[172.88s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:154, intactWalls:4, nearbyHostiles:1
[172.88s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 6", side:"South", wallHP:141, distance:138, intactWalls:4, nearbyHostiles:1
[172.89s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 773", role:"HEALER", decision:"follow_ally", target:"Mage Guard 1", distance:52, hp:50, mana:8, speed:110
[172.89s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4350,"y":2019}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.89s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_support_position", target:"warden", targetType:"enemy", distance:34
[172.92s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"East", wallHP:200, distance:138, intactWalls:4, nearbyHostiles:1
[172.92s]  undefined | type:"CREATURE_AI_STATE", creature:"bear", boss:false, hp:134, target:"Warrior Guard 3", distance:34, hitCd:"0.00", attacked:true
[172.94s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4351,"y":2018}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.94s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4355,"y":2016}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.94s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 508", role:"HEALER", decision:"follow_ally", target:"Warrior Guard 5", distance:113, hp:50, mana:19, speed:110
[172.94s]  undefined | type:"ENEMY_AI_TARGET", enemy:"warrior", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:216
[172.94s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:2, reason:"damage_rotation"
[172.96s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4349,"y":2022}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.96s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:4, hp:50, mana:21, speed:110
[172.96s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"warrior", distance:52, requiredRange:30, inWater:false
[172.96s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"warrior", distance:32, requiredRange:30, inWater:false
[172.97s]  undefined | type:"WALL_DAMAGE", site:"Flag 4", side:"South", attackers:4, attackerList:"Knight 816(TANK), Knight 835(TANK), Warden 236(TANK), Knight 754(TANK)", roleCounts:{"TANK":4}, damage:0.53, hpBefore:37, hpAfter:36, hpPercent:18
[172.97s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4349,"y":2022}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.97s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4348,"y":2177}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.97s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4354,"y":2018}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[172.99s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:5, hp:50, mana:21, speed:110
[173.02s]  undefined | type:"MANA_STARVED", unit:"Mage 320", kind:"friendly", ability:"ward_barrier", required:22, current:22, max:60
[173.02s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 4", targetOwner:"teamC", distance:217
[173.02s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"cleave", required:10, current:2, max:40
[173.04s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 773", role:"HEALER", decision:"follow_ally", target:"Mage Guard 1", distance:52, hp:50, mana:9, speed:110
[173.04s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4349,"y":2018}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.06s]  undefined | type:"ENEMY_AI_STATE", enemy:"warrior", role:"DPS", hp:119, mana:40, position:{"x":4538,"y":1870}, speed:90, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:33, hasSpawnTarget:true, team:"teamC"
[173.09s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 320", role:"HEALER", decision:"follow_ally", target:"Mage Guard 1", distance:51, hp:50, mana:22, speed:110
[173.11s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4352,"y":2020}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.11s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4348,"y":2022}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.11s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"ward_barrier", required:22, current:15, max:40
[173.11s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"warrior", distance:34, requiredRange:30, inWater:false
[173.12s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 816", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:4, hp:66, mana:50, speed:110
[173.12s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_combat", target:"Flag 6", side:"South"
[173.12s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"warden", distance:32, requiredRange:30, inWater:false
[173.14s]  undefined | type:"MANA_STARVED", unit:"Warrior Guard 3", kind:"friendly", ability:"warrior_fortitude", required:15, current:2, max:60
[173.14s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4350,"y":2022}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.14s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"Mage 320", distance:36, requiredRange:29, inWater:false
[173.17s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4350,"y":2022}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.17s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 816", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:4, hp:66, mana:50, speed:110
[173.17s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"warrior", distance:32, requiredRange:30, inWater:false
[173.17s]  undefined | type:"MANA_STARVED", unit:"warden", kind:"enemy", ability:"heal_burst", required:18, current:7, max:40
[173.17s]  undefined | type:"ENEMY_DAMAGE", enemy:"warden", role:"TANK", damage:"9.5", crit:false, hpBefore:"184.6", hpAfter:"175.1", fromPlayer:true
[173.21s]  undefined | type:"WALL_DAMAGE", site:"Flag 4", side:"South", attackers:4, attackerList:"Knight 816(TANK), Knight 835(TANK), Warden 236(TANK), Knight 754(TANK)", roleCounts:{"TANK":4}, damage:1.06, hpBefore:30, hpAfter:29, hpPercent:15
[173.21s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4349,"y":2017}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.21s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4371,"y":2177}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.21s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Mage Guard 1", distance:33, requiredRange:29, inWater:false
[173.21s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:5, reason:"damage_rotation"
[173.24s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 894", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:192, hp:63, mana:17, speed:110
[173.24s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4351,"y":2020}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.27s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4351,"y":2020}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.27s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"mage", distance:33, requiredRange:30, inWater:false
[173.27s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_life_leech", required:8, current:5, reason:"damage_rotation"
[173.29s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 6", side:"South", wallHP:141, distance:144, intactWalls:4, nearbyHostiles:1
[173.32s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"mage_radiant_aura", required:18, current:2, max:60
[173.32s]  undefined | type:"ENEMY_AI_STATE", enemy:"mage", role:"HEALER", hp:144, mana:35, position:{"x":4881,"y":1400}, speed:95, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:33, hasSpawnTarget:true, team:"teamC"
[173.36s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4352,"y":2019}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.36s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:6, hp:77, mana:7, speed:110
[173.36s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 236", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:7, hp:99, mana:18, speed:110
[173.36s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4387,"y":2178}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.36s]  undefined | type:"ENEMY_AI_STATE", enemy:"warden", role:"TANK", hp:338, mana:7, position:{"x":954,"y":2317}, speed:65, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:63, hasSpawnTarget:true, team:"teamA"
[173.36s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_life_leech", required:8, current:6, reason:"damage_rotation"
[173.37s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4350,"y":2019}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.37s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 894", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:177, hp:63, mana:18, speed:110
[173.37s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 835", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:7, hp:77, mana:15, speed:110
[173.37s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 320", role:"HEALER", decision:"follow_ally", target:"Mage 508", distance:50, hp:50, mana:6, speed:110
[173.37s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4349,"y":2022}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.37s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_support_position", target:"warrior", targetType:"enemy", distance:75
[173.37s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"mage", distance:32, requiredRange:30, inWater:false
[173.41s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:14, reason:"healer_priority"
[173.44s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4348,"y":2021}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.44s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4352,"y":2018}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.44s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:154, intactWalls:4, nearbyHostiles:1
[173.44s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"chain_light", required:18, current:1, max:60
[173.44s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"arc_bolt", required:10, current:3, max:60
[173.47s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 773", role:"HEALER", decision:"follow_ally", target:"Mage Guard 1", distance:55, hp:50, mana:12, speed:110
[173.47s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4347,"y":2019}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.47s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4400,"y":2179}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.47s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_combat", target:"Flag 6", side:"South"
[173.49s]  undefined | type:"ENEMY_AI_STATE", enemy:"mage", role:"HEALER", hp:140, mana:38, position:{"x":4860,"y":1375}, speed:95, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:32, hasSpawnTarget:true, team:"teamC"
[173.49s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"North", wallHP:200, distance:142, intactWalls:4, nearbyHostiles:1
[173.49s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_support_position", target:"warrior", targetType:"enemy", distance:76
[173.49s]  undefined | type:"ENEMY_AI_STATE", enemy:"knight", role:"TANK", hp:239, mana:6, position:{"x":945,"y":2350}, speed:77, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:69, hasSpawnTarget:true, team:"teamA"
[173.52s]  undefined | type:"MANA_STARVED", unit:"Warrior Guard 3", kind:"friendly", ability:"slash", required:4, current:4, max:60
[173.52s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 2", targetOwner:"teamB", distance:220
[173.54s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4349,"y":2022}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.60s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 236", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:7, hp:102, mana:19, speed:110
[173.60s]  undefined | type:"MANA_STARVATION", unit:"mage", ability:"heal_burst", required:18, current:16, reason:"healer_priority"
[173.64s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 6", side:"South", wallHP:141, distance:138, intactWalls:4, nearbyHostiles:1
[173.67s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4348,"y":2022}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.67s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4347,"y":2024}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.67s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_attack_safe", target:"Mage Guard 1", targetType:"friendly", distance:43
[173.67s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:5, reason:"damage_rotation"
[173.70s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4344,"y":2026}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.70s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4350,"y":2022}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.70s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_combat", target:"Flag 6", side:"South"
[173.70s]  undefined | type:"ENEMY_AI_STATE", enemy:"mage", role:"HEALER", hp:137, mana:36, position:{"x":4521,"y":1898}, speed:95, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:33, hasSpawnTarget:true, team:"teamB"
[173.75s]  undefined | type:"WALL_DAMAGE", site:"Flag 4", side:"South", attackers:4, attackerList:"Knight 816(TANK), Knight 835(TANK), Warden 236(TANK), Knight 754(TANK)", roleCounts:{"TANK":4}, damage:0.53, hpBefore:12, hpAfter:12, hpPercent:6
[173.75s]  undefined | type:"TANK_AI_START", tank:"Knight 835", position:{"x":4345,"y":2026}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.75s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 359", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:51, hp:102, mana:12, speed:110
[173.75s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4344,"y":2021}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.75s]  undefined | type:"ENEMY_AI_STATE", enemy:"knight", role:"TANK", hp:327, mana:32, position:{"x":5113,"y":1435}, speed:77, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:83, hasSpawnTarget:true, team:"teamC"
[173.75s]  undefined | type:"ENEMY_AI_STATE", enemy:"knight", role:"TANK", hp:327, mana:32, position:{"x":4549,"y":1914}, speed:77, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:32, hasSpawnTarget:true, team:"teamB"
[173.79s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"knight", distance:32, requiredRange:30, inWater:false
[173.80s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:7, hp:80, mana:9, speed:110
[173.80s]  undefined | type:"MANA_STARVED", unit:"Mage 773", kind:"friendly", ability:"heal_burst", required:18, current:15, max:60
[173.80s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 359", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:47, hp:102, mana:12, speed:110
[173.80s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_life_leech", required:8, current:8, max:60
[173.84s]  undefined | type:"MANA_STARVATION", unit:"Warrior Guard 3", ability:"cleave", required:10, current:1, reason:"damage_rotation"
[173.84s]  undefined | type:"MANA_STARVED", unit:"Mage 773", kind:"friendly", ability:"heal_burst", required:18, current:15, max:60
[173.84s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 835", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:4, hp:80, mana:18, speed:110
[173.84s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"warrior", distance:32, requiredRange:30, inWater:false
[173.84s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"arc_bolt", required:10, current:5, reason:"damage_rotation"
[173.87s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 508", role:"HEALER", decision:"follow_ally", target:"Warrior Guard 5", distance:117, hp:50, mana:10, speed:110
[173.90s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4348,"y":2021}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[173.90s]  undefined | type:"FRIENDLY_RANGED_ATTACK", attacker:"Mage 773", attackerRole:"HEALER", target:"warden", targetType:"enemy", damage:8, distance:"56.3"
[173.90s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"warden", distance:426, requiredRange:30, inWater:false
[173.93s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"healer_attack_safe", target:"Mage Guard 1", targetType:"friendly", distance:43
