Debug Diagnostic Log
========================================================================================================================
Generated: 1/6/2026, 2:33:00 PM
Total Events: 32863
Game Time: 184s

CURRENT STATE:
  Player Level: 3
  Player HP: 239/239
  Player Mana: 118/118
  Player Stamina: 128/128
  Player Shield: 0 (cap: 239)
  Base Player MaxMana: 70
  Stat Spends: {"vit":0,"int":0,"str":0,"def":0,"agi":0}


======================================== undefined ========================================
[177.80s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:17, max:40
[179.98s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 69", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:303, hp:102, mana:60, speed:110
[179.98s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2483,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[179.98s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 708", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:305, hp:80, mana:41, speed:110
[179.98s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 242", role:"HEALER", decision:"support_allies", target:"Hero", distance:189, hp:50, mana:60, speed:110
[180.00s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2483,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.00s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1376}, distance:304
[180.00s]  undefined | type:"TANK_DECISION", tank:"Knight 708", decision:"capture_objective", target:"Flag 4", hasPosition:true
[180.00s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:689, hp:327, mana:34, speed:77
[180.00s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:79, hp:148, mana:2, speed:77
[180.00s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:32, hp:230, mana:40, speed:90
[180.00s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"attack_enemy", target:"Warrior Guard 3", distance:32, hp:136, mana:3, speed:90
[180.03s]  undefined | type:"WALL_DAMAGE", site:"Flag 5", side:"East", attackers:1, attackerList:"warden(TANK)", roleCounts:{"TANK":1}, damage:0.26, hpBefore:2, hpAfter:2, hpPercent:1
[180.03s]  undefined | type:"TANK_DECISION", tank:"Knight 664", decision:"capture_objective", target:"Flag 4", hasPosition:true
[180.03s]  undefined | type:"MANA_STARVATION", unit:"Warrior 86", ability:"cleave", required:10, current:7, reason:"damage_rotation"
[180.03s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2482,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.03s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"attack_wall", target:"Flag 2 wall", distance:33, hp:85, mana:40, speed:77
[180.03s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:33, hp:136, mana:1, speed:77
[180.06s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2486,"y":1379}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.06s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 242", role:"HEALER", decision:"support_allies", target:"Warrior 86", distance:50, hp:50, mana:60, speed:110
[180.06s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:195, mana:2, speed:77
[180.06s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:33, hp:136, mana:1, speed:77
[180.10s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 664", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:306, hp:80, mana:42, speed:110
[180.10s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2485,"y":1376}, distance:304
[180.10s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:144, mana:9, speed:77
[180.10s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Warden 988", distance:848, requiredRange:29, inWater:false
[180.10s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:98, hp:108, mana:40, speed:90
[180.10s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"knight", distance:97, requiredRange:30, inWater:false
[180.13s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2484,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.13s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2479,"y":1374}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.13s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:551, hp:327, mana:29, speed:77
[180.15s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2474,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.15s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Warrior Guard 5", distance:645, requiredRange:29, inWater:false
[180.15s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1117, hp:126, mana:40, speed:65
[180.15s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Warden 988", distance:846, requiredRange:29, inWater:false
[180.15s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:33, hp:230, mana:40, speed:90
[180.18s]  undefined | type:"MANA_STARVED", unit:"Warrior 492", kind:"friendly", ability:"mage_radiant_aura", required:18, current:7, max:60
[180.18s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:17, hp:135, mana:35, speed:95
[180.18s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:0, hp:327, mana:6, speed:77
[180.18s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:127, hp:276, mana:16, speed:65
[180.20s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1377}, distance:305
[180.20s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"attack_wall", target:"Flag 2 wall", distance:33, hp:62, mana:40, speed:77
[180.20s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:545, hp:327, mana:30, speed:77
[180.20s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:674, hp:327, mana:35, speed:77
[180.20s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Warrior Guard 5", distance:638, requiredRange:29, inWater:false
[180.23s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1377}, distance:305
[180.23s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2482,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.23s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2482,"y":1376}, distance:304
[180.23s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"knight", distance:32, requiredRange:30, inWater:false
[180.25s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2481,"y":1377}, distance:305
[180.25s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 271", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:306, hp:80, mana:43, speed:110
[180.25s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:327, mana:6, speed:77
[180.25s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"knight_taunt", required:10, current:7, max:40
[180.25s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:136, mana:2, speed:77
[180.28s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 497", role:"HEALER", decision:"support_allies", target:"Warrior 492", distance:58, hp:50, mana:60, speed:110
[180.28s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:540, hp:327, mana:30, speed:77
[180.31s]  undefined | type:"WALL_DESTROYED", site:"Flag 5", side:"East", attackers:1, destroyerList:"warden(TANK,enemy)", destroyerRoles:{"TANK":1}, remainingWalls:1
[180.31s]  undefined | type:"TANK_DECISION", tank:"Warden 69", decision:"capture_objective", target:"Flag 4", hasPosition:true
[180.31s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2476,"y":1372}, distance:301
[180.31s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2481,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.31s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2481,"y":1375}, distance:303
[180.31s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Hero", distance:704, requiredRange:31, inWater:false
[180.31s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:1055, hp:255, mana:40, speed:90
[180.33s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 242", role:"HEALER", decision:"support_allies", target:"Knight 271", distance:51, hp:50, mana:60, speed:110
[180.33s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:552, hp:327, mana:40, speed:77
[180.33s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:554, hp:327, mana:35, speed:77
[180.33s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"Warrior 492", distance:166, requiredRange:29, inWater:false
[180.36s]  undefined | type:"MANA_STARVED", unit:"Mage Guard 1", kind:"friendly", ability:"cleanse_wave", required:14, current:12, max:60
[180.36s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2476,"y":1374}, distance:302
[180.36s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:0, reason:"damage_rotation"
[180.39s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:33, hp:327, mana:7, speed:77
[180.39s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:3, max:40
[180.39s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:0, hp:327, mana:7, speed:77
[180.39s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:801, hp:417, mana:40, speed:65
[180.39s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"attack_wall", target:"Flag 5 wall", distance:114, hp:174, mana:40, speed:65
[180.41s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:559, hp:327, mana:40, speed:77
[180.41s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"ward_barrier", required:22, current:17, max:60
[180.41s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"attack_enemy", target:"Warrior Guard 3", distance:32, hp:136, mana:1, speed:90
[180.44s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2478,"y":1373}, distance:301
[180.44s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2480,"y":1374}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.44s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 271", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:304, hp:80, mana:44, speed:110
[180.44s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"attack_wall", target:"Flag 2 wall", distance:33, hp:82, mana:19, speed:77
[180.46s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2480,"y":1377}, distance:305
[180.46s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1121, hp:126, mana:40, speed:65
[180.46s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"Knight 664", distance:809, requiredRange:29, inWater:false
[180.46s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Hero", distance:706, requiredRange:31, inWater:false
[180.46s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:32, hp:230, mana:40, speed:90
[180.48s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2477,"y":1372}, distance:301
[180.48s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 492", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:235, hp:63, mana:8, speed:110
[180.48s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2479,"y":1374}, distance:303
[180.48s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2481,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.48s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:18, hp:135, mana:37, speed:95
[180.51s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2487,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.51s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 736", role:"HEALER", decision:"support_allies", target:"Knight 271", distance:50, hp:50, mana:60, speed:110
[180.51s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1050, hp:70, mana:30, speed:77
[180.51s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:651, hp:327, mana:37, speed:77
[180.51s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:136, mana:4, speed:77
[180.51s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:82, hp:197, mana:8, speed:77
[180.53s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2485,"y":1379}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.53s]  undefined | type:"MANA_STARVED", unit:"Warrior 492", kind:"friendly", ability:"mage_radiant_aura", required:18, current:8, max:60
[180.53s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2486,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.53s]  undefined | type:"TANK_DECISION", tank:"Warden 988", decision:"capture_objective", target:"Flag 4", hasPosition:true
[180.53s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Warrior Guard 5", distance:612, requiredRange:29, inWater:false
[180.53s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:82, hp:197, mana:8, speed:77
[180.56s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2479,"y":1374}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.56s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 492", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:232, hp:63, mana:9, speed:110
[180.56s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 736", role:"HEALER", decision:"support_allies", target:"Hero", distance:204, hp:50, mana:60, speed:110
[180.56s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2476,"y":1373}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.56s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2480,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.56s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1049, hp:70, mana:31, speed:77
[180.56s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:647, hp:327, mana:37, speed:77
[180.56s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"Knight 271", distance:677, requiredRange:29, inWater:false
[180.58s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 69", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:306, hp:102, mana:60, speed:110
[180.58s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:560, hp:327, mana:36, speed:77
[180.58s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Warrior 492", distance:411, requiredRange:29, inWater:false
[180.59s]  undefined | type:"MANA_STARVATION", unit:"Warrior 492", ability:"arc_bolt", required:10, current:9, reason:"damage_rotation"
[180.59s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Warrior Guard 5", distance:520, requiredRange:29, inWater:false
[180.59s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:643, hp:327, mana:38, speed:77
[180.63s]  undefined | type:"MANA_STARVED", unit:"Warrior 86", kind:"friendly", ability:"slash", required:4, current:0, max:60
[180.63s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2480,"y":1375}, distance:303
[180.63s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"knight", distance:127, requiredRange:30, inWater:false
[180.64s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 497", role:"HEALER", decision:"support_allies", target:"Hero", distance:219, hp:50, mana:60, speed:110
[180.64s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2485,"y":1379}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.64s]  undefined | type:"TANK_DECISION", tank:"Knight 708", decision:"capture_objective", target:"Flag 4", hasPosition:true
[180.64s]  undefined | type:"TANK_DECISION", tank:"Knight 271", decision:"capture_objective", target:"Flag 4", hasPosition:true
[180.64s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2484,"y":1379}, distance:306
[180.66s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:1030, hp:327, mana:40, speed:77
[180.66s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:91, hp:173, mana:9, speed:77
[180.69s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2476,"y":1372}, distance:300
[180.69s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 497", role:"HEALER", decision:"support_allies", target:"Warrior 492", distance:50, hp:50, mana:60, speed:110
[180.69s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2481,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.69s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2481,"y":1376}, distance:304
[180.69s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2486,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.69s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2476,"y":1374}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.69s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:327, mana:8, speed:77
[180.69s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:32, hp:230, mana:40, speed:90
[180.71s]  undefined | type:"FRIENDLY_RANGED_ATTACK", attacker:"Mage Guard 2", attackerRole:"HEALER", target:"warrior", targetType:"enemy", damage:9.5, distance:"157.1"
[180.71s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Warrior Guard 5", distance:594, requiredRange:29, inWater:false
[180.71s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:195, mana:6, speed:77
[180.73s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2481,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.73s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2476,"y":1372}, distance:301
[180.73s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 86", role:"DPS", decision:"attack_objective", target:"Flag 4", distance:241, hp:63, mana:1, speed:110
[180.73s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2484,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.73s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:195, mana:6, speed:77
[180.73s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warrior", target:"knight", distance:1035, requiredRange:30, inWater:false
[180.76s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2484,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.76s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2478,"y":1373}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.76s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:327, mana:9, speed:77
[180.76s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Warrior Guard 5", distance:525, requiredRange:29, inWater:false
[180.76s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:39, hp:148, mana:6, speed:77
[180.76s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Warrior 492", distance:486, requiredRange:29, inWater:false
[180.76s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:65, hp:108, mana:40, speed:90
[180.77s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:32, hp:132, mana:38, speed:95
[180.81s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2479,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[180.82s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 988", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:302, hp:102, mana:60, speed:110
[180.82s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"Knight 664", distance:89, requiredRange:29, inWater:false
[180.82s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:1, max:40
[180.82s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"knight", distance:32, requiredRange:30, inWater:false
[180.82s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:1057, hp:255, mana:40, speed:90
[180.84s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2477,"y":1372}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
